"rt" "xs" "id"
0.540421055942904 0 1
0.328809584379354 1 1
0.408341616720805 1 1
0.305368666532125 1 1
0.476451147882566 1 1
0.485647491926902 1 1
0.363762466382535 1 1
0.377535766237108 1 1
0.296643071968161 0 1
0.383430408368551 0 1
0.330757047776506 1 1
0.468583036977101 0 1
0.343965871607341 1 1
0.319910286852215 1 1
0.525284242839051 0 1
0.33881248417528 1 1
0.456328046583266 1 1
0.401631420448507 1 1
0.474030479144624 1 1
0.365757694397461 0 1
0.303390465274007 1 1
0.401004169934692 0 1
0.401972320874165 1 1
0.4147148363017 1 1
0.456466824995866 1 1
0.456124602321824 0 1
0.406836868821435 1 1
0.557178023035443 1 1
0.464652039309931 1 1
0.436811964607107 0 1
0.379233079895246 1 1
0.460366870051204 0 1
0.3476517836993 1 1
0.469834448571355 1 1
0.427869767940113 1 1
0.374873042478834 0 1
0.373747803376288 1 1
0.488386585212647 0 1
0.522004269159335 1 1
0.436689358227773 1 1
0.308691561735206 1 1
0.283685688044877 1 1
0.595513649581393 1 1
0.336780487326283 1 1
0.363815663451805 1 1
0.373491169342098 1 1
0.514916424770851 1 1
0.434103825086211 0 1
0.310140771780652 1 1
0.475997013545207 0 1
0.572203323145753 1 1
0.504437587324974 1 1
0.415501886226363 1 1
0.560063386547658 1 1
0.503283380165822 1 1
0.270086273473716 1 1
0.447934906188121 0 1
0.299458734775128 1 1
0.544977649099341 0 1
0.355931832122071 1 1
0.531471531149173 1 1
0.33424455531345 1 1
0.419070129093026 1 1
0.424926262427898 1 1
0.294305145707182 1 1
0.533698037470334 0 1
0.415410184891287 1 1
0.440382638440312 1 1
0.304619923649574 1 1
0.433328334007257 1 1
0.437326223264208 1 1
0.422008404093355 1 1
0.410715863473978 1 1
0.482180119628966 1 1
0.548386934376003 1 1
0.446476225633198 1 1
0.441368997009463 1 1
0.356887483905055 0 1
0.442980441114853 1 1
0.290574488579721 1 1
0.484555348113121 1 1
0.427365605436073 0 1
0.397337691664788 1 1
0.436709282725956 1 1
0.3656439789947 1 1
0.437105839501671 1 1
0.381377346346417 1 1
0.526171549938358 1 1
0.323107551719104 1 1
0.446908654049017 1 1
0.299963790793485 0 1
0.286610818565487 1 1
0.475144130242011 1 1
0.510390434272714 1 1
0.386996262496345 0 1
0.570708323852475 1 1
0.39592096276628 1 1
0.389750220443127 0 1
0.500256179705242 1 1
0.470183269641658 1 1
0.384632770700488 1 2
0.396284367326281 0 2
0.414688019142412 0 2
0.467873535379681 0 2
0.384918025508996 0 2
0.446473164873309 1 2
0.566332387633841 0 2
0.445686110170326 1 2
0.347110336428464 1 2
0.344955989812348 1 2
0.462348536171236 0 2
0.34938216693879 0 2
0.303375479043497 1 2
0.692724015961396 1 2
0.383564755260495 1 2
0.451681286187917 1 2
0.342644446395519 0 2
0.482490682854613 1 2
0.49091723397152 1 2
0.379851764110945 1 2
0.37176946272835 1 2
0.351587929288382 0 2
0.481106313221783 0 2
0.475616212590812 1 2
0.370595391022442 1 2
0.533873307199425 1 2
0.413393945421561 1 2
0.487324227760568 1 2
0.442893061473942 0 2
0.40947319353495 0 2
0.439397905858397 1 2
0.51302855068507 1 2
0.405107712230977 1 2
0.507744139856492 0 2
0.519938988505934 1 2
0.449544951478626 1 2
0.34579682397889 1 2
0.383307025906772 1 2
0.532221230970834 0 2
0.552559871614311 1 2
0.569771269695136 1 2
0.359957596971259 1 2
0.377400250807181 1 2
0.41665035175461 0 2
0.371758306880913 0 2
0.403014162727276 1 2
0.453673760902847 0 2
0.409075303280342 0 2
0.35785030334529 1 2
0.302722881670766 0 2
0.394996233044839 0 2
0.443950853443596 1 2
0.366109867689568 0 2
0.357682396390553 1 2
0.561886227567767 1 2
0.386582148840288 1 2
0.420822624621069 1 2
0.685239278768993 0 2
0.421933024448437 1 2
0.425484711612108 1 2
0.302666418323582 1 2
0.46022884382138 0 2
0.410917967462003 0 2
0.619908330234857 0 2
0.515368416824191 0 2
0.359011133092269 1 2
0.417143354150215 1 2
0.512103800881693 1 2
0.432838428163373 1 2
0.312647931870305 0 2
0.333151561523034 1 2
0.404738256982971 0 2
0.522862870440972 0 2
0.434433257902762 1 2
0.393856513129746 0 2
0.307964053322249 0 2
0.319773505985157 0 2
0.438352378806889 1 2
0.470837897305418 0 2
0.401725561316721 0 2
0.437238946572055 1 2
0.37231228509572 1 2
0.526308815408097 1 2
0.377367218897873 0 2
0.391365487137877 0 2
0.379311190579888 1 2
0.502857702775544 1 2
0.490409332936912 0 2
0.341255590348376 1 2
0.302020352457358 1 2
0.566623016439964 0 2
0.430359081037275 1 2
0.409069916960555 1 2
0.410831194233253 1 2
0.411619704346677 1 2
0.346391269987938 1 2
0.524550048483941 1 2
0.377695570309971 1 2
0.461538348940228 1 2
0.400838094565121 1 2
0.330343538082637 1 3
0.250166315360543 1 3
0.342518468651333 1 3
0.27305106388502 1 3
0.665123620607883 1 3
0.443212701421275 1 3
0.510473171576891 1 3
0.664765580293257 1 3
0.782951551501559 0 3
0.324715251205143 1 3
0.268831824042095 1 3
0.367249366714197 1 3
0.296463765479619 1 3
0.275170407697706 1 3
0.672906010948082 1 3
0.421509239548471 1 3
0.448123028432585 1 3
0.280577369822765 1 3
0.235462215134453 1 3
0.393851140099978 1 3
0.375296503871173 0 3
0.298224297843019 1 3
0.291327510645258 1 3
0.286688469896197 0 3
0.46477100536164 1 3
0.308970177947621 1 3
0.459195616732422 1 3
0.42861758717033 1 3
0.418508427042039 1 3
0.385021109073145 0 3
0.433215320297612 1 3
0.268100336557758 1 3
0.330011185021131 1 3
0.340782726683751 1 3
0.247015389192588 1 3
0.378395179276571 1 3
0.370286185716223 1 3
0.329459142033404 1 3
0.865205269864929 1 3
0.499938620882081 1 3
0.33880917305054 1 3
0.462807102325981 1 3
0.513474299346273 1 3
0.437006447936987 1 3
0.440880608352575 1 3
0.341195514103932 1 3
0.472178294594329 1 3
0.492149310784079 1 3
0.381891017656704 1 3
0.439871180036541 1 3
0.451107263148098 1 3
0.585200422711014 1 3
0.499340506543403 1 3
0.243748005107704 1 3
0.274831095225035 1 3
0.398618991405699 1 3
0.403487207711631 1 3
0.50982449928121 1 3
0.340342463228101 1 3
0.404167307055346 0 3
0.828286709956826 1 3
0.301674237592929 1 3
0.255592187322539 1 3
0.425656266783179 1 3
0.31097763050981 1 3
0.335068728579747 1 3
0.337189456733359 0 3
0.384706426326323 1 3
0.407957085045919 1 3
0.284730834060008 1 3
0.281097244818556 1 3
0.265320824615189 1 3
0.519508471089358 1 3
0.313297543698755 1 3
0.261097472131257 1 3
0.441644160209868 1 3
0.273686520081351 1 3
0.430133023284026 1 3
0.553319269235748 1 3
0.609844542167119 1 3
0.230633776681443 1 3
0.427019063463112 1 3
0.379292487564428 1 3
0.383973124243622 1 3
0.733146191427617 1 3
0.372197630995804 1 3
0.453549477277619 1 3
0.502744117966003 1 3
0.329995182946089 1 3
0.607424187182227 0 3
0.321110402750244 1 3
0.819995652457884 1 3
0.423512179248555 1 3
0.301700888019702 1 3
0.425757824912344 1 3
0.519264851478501 1 3
